Equipamento;Valor Indenização;Valor Indenização Total;Patrimônio;Marca;Modelo;Peso;Peso Total;Valor Patrimônio;Tipo Patrimônio;Qtde;Contrato;Valor Contrato; Cliente; Dt. Ativação; Dt.Devolução; Obra; Endereço Obra; Status; Tipo de Locação
TUBO S025;R$ 24,61;R$ 24,61;1001;Apoio;-;0,9;0,9;R$ 24,23;Sublocado;1;110;R$ 15.694,77;QUALITY CONSTRUTORA E INCORPORADORA LTDA;28/02/2025;31/10/2025;Alphaville 3 Praias - Res Eduardo;Guarapari Bairro Perocão;ATIVO;Mensal
TUBO S025;R$ 24,61;R$ 73,83;1001;Apoio;-;0,9;2,7;R$ 24,23;Sublocado;3;101;R$ 97.318,38;ITABIRA CONNECTED EMPREENDIMENTOS SPE LTDA;21/01/2025;01/05/2026;Itabira ;², situado na Rua Itaboraí, 107, Praia  de Itaparica, Vila Velha/ES, CEP: 29.102-195,;ATIVO;Mensal
TUBO S050;R$ 49,23;R$ 196,92;1002;Apoio;-;1,8;7,2;R$ 34,00;Sublocado;4;142;R$ 16.147,60;PROMIX COMERCIO E LOCACAO DE EQUIPAMENTOS LTDA;11/09/2025;01/05/2026;Dallas Fontes ;Centro - Guarapari - ES Rua Joaquim Da Silva Lima, 356 - Centro, Guarapari - ES | 29200-260;ATIVO;Mensal
TUBO S050;R$ 49,23;R$ 295,38;1002;Apoio;-;1,8;10,8;R$ 34,00;Sublocado;6;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S050;R$ 49,23;R$ 2.363,04;1002;Apoio;-;1,8;86,4;R$ 34,00;Sublocado;48;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S050;R$ 49,23;R$ 2.313,81;1002;Apoio;-;1,8;84,6;R$ 34,00;Sublocado;47;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S075;R$ 73,84;R$ 4.135,04;1003;Apoio;-;2,7;151,2;R$ 51,00;Sublocado;56;148;R$ 25.056,33;MINISTERIO DA FAZENDA;20/10/2025;31/03/2026;Sede Receita Federal;avenida Marechal Mascarenhas de Moraes , 1333, Ilha de Santa Maria, Vitória/ES;ATIVO;Mensal
TUBO S075;R$ 73,84;R$ 295,36;1003;Apoio;-;2,7;10,8;R$ 51,00;Sublocado;4;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S075;R$ 73,84;R$ 443,04;1003;Apoio;-;2,7;16,2;R$ 51,00;Sublocado;6;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S100;R$ 98,46;R$ 9.255,24;1004;Apoio;-;3,6;338,4;R$ 68,00;Sublocado;94;148;R$ 25.056,33;MINISTERIO DA FAZENDA;20/10/2025;31/03/2026;Sede Receita Federal;avenida Marechal Mascarenhas de Moraes , 1333, Ilha de Santa Maria, Vitória/ES;ATIVO;Mensal
TUBO S100;R$ 98,46;R$ 2.756,88;1004;Apoio;-;3,6;100,8;R$ 68,00;Sublocado;28;142;R$ 16.147,60;PROMIX COMERCIO E LOCACAO DE EQUIPAMENTOS LTDA;11/09/2025;01/05/2026;Dallas Fontes ;Centro - Guarapari - ES Rua Joaquim Da Silva Lima, 356 - Centro, Guarapari - ES | 29200-260;ATIVO;Mensal
TUBO S100;R$ 98,46;R$ 1.476,90;1004;Apoio;-;3,6;54;R$ 68,00;Sublocado;15;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S100;R$ 98,46;R$ 886,14;1004;Apoio;-;3,6;32,4;R$ 68,00;Sublocado;9;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S100;R$ 98,46;R$ 196,92;1004;Apoio;-;3,6;7,2;R$ 68,00;Sublocado;2;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S125;R$ 123,07;R$ 246,14;1005;Apoio;-;4,5;9;R$ 85,00;Sublocado;2;170;R$ 20.911,01;AGUIA PARTICIPACOES E SERVICOS LTDA;11/03/2026;01/05/2026;RESIDENCIA BOULEVARD DA LAGOA;AVENIDA TALMA RODRIGUES RIBEIRO S/N;ATIVO;Mensal
TUBO S125;R$ 123,07;R$ 1.599,91;1005;Apoio;-;4,5;58,5;R$ 85,00;Sublocado;13;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S125;R$ 123,07;R$ 1.230,70;1005;Apoio;-;4,5;45;R$ 85,00;Sublocado;10;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S125;R$ 123,07;R$ 1.846,05;1005;Apoio;-;4,5;67,5;R$ 85,00;Sublocado;15;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S125;R$ 123,07;R$ 2.830,61;1005;Apoio;-;4,5;103,5;R$ 85,00;Sublocado;23;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S125;R$ 123,07;R$ 369,21;1005;Apoio;-;4,5;13,5;R$ 85,00;Sublocado;3;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S125;R$ 123,07;R$ 1.476,84;1005;Apoio;-;4,5;54;R$ 85,00;Sublocado;12;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S125;R$ 123,07;R$ 4.922,80;1005;Apoio;-;4,5;180;R$ 85,00;Sublocado;40;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S125;R$ 123,07;R$ 4.922,80;1005;Apoio;-;4,5;180;R$ 85,00;Sublocado;40;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S125;R$ 123,07;R$ 2.215,26;1005;Apoio;-;4,5;81;R$ 85,00;Sublocado;18;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S125;R$ 123,07;R$ 12.553,14;1005;Apoio;-;4,5;459;R$ 85,00;Sublocado;102;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S150;R$ 147,68;R$ 147,68;1006;Apoio;-;5,4;5,4;R$ 102,00;Sublocado;1;42;R$ 59.282,94;Onix Empreendimentos Imobiliarios Ltda;06/12/2023;01/05/2026;Ed Biarritz Residence;Av Miramar, lotes 01, 02, 03, 04, 17 e 18, Quadra 16, Enseada Azul , Guarapari/ ES -Cep 29206-070;ATIVO;Mensal
TUBO S150;R$ 147,68;R$ 147,68;1006;Apoio;-;5,4;5,4;R$ 102,00;Sublocado;1;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S150;R$ 147,68;R$ 443,04;1006;Apoio;-;5,4;16,2;R$ 102,00;Sublocado;3;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S150;R$ 147,68;R$ 22.152;1006;Apoio;-;5,4;810;R$ 102,00;Sublocado;150;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S150;R$ 147,68;R$ 147,68;1006;Apoio;-;5,4;5,4;R$ 102,00;Sublocado;1;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S150;R$ 147,68;R$ 147,68;1006;Apoio;-;5,4;5,4;R$ 102,00;Sublocado;1;101;R$ 97.318,38;ITABIRA CONNECTED EMPREENDIMENTOS SPE LTDA;21/01/2025;01/05/2026;Itabira ;², situado na Rua Itaboraí, 107, Praia  de Itaparica, Vila Velha/ES, CEP: 29.102-195,;ATIVO;Mensal
TUBO S175;R$ 172,30;R$ 1.033,80;1007;Apoio;-;6,3;37,8;R$ 119,00;Sublocado;6;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
TUBO S175;R$ 172,30;R$ 4.479,80;1007;Apoio;-;6,3;163,8;R$ 119,00;Sublocado;26;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
TUBO S175;R$ 172,30;R$ 689,20;1007;Apoio;-;6,3;25,2;R$ 119,00;Sublocado;4;142;R$ 16.147,60;PROMIX COMERCIO E LOCACAO DE EQUIPAMENTOS LTDA;11/09/2025;01/05/2026;Dallas Fontes ;Centro - Guarapari - ES Rua Joaquim Da Silva Lima, 356 - Centro, Guarapari - ES | 29200-260;ATIVO;Mensal
TUBO S175;R$ 172,30;R$ 1.723;1007;Apoio;-;6,3;63;R$ 119,00;Sublocado;10;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S175;R$ 172,30;R$ 344,60;1007;Apoio;-;6,3;12,6;R$ 119,00;Sublocado;2;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S175;R$ 172,30;R$ 7.408,90;1007;Apoio;-;6,3;270,9;R$ 119,00;Sublocado;43;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S175;R$ 172,30;R$ 861,50;1007;Apoio;-;6,3;31,5;R$ 119,00;Sublocado;5;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
TUBO S200;R$ 196,91;R$ 2.559,83;1008;Apoio;-;7,2;93,6;R$ 136,00;Sublocado;13;142;R$ 16.147,60;PROMIX COMERCIO E LOCACAO DE EQUIPAMENTOS LTDA;11/09/2025;01/05/2026;Dallas Fontes ;Centro - Guarapari - ES Rua Joaquim Da Silva Lima, 356 - Centro, Guarapari - ES | 29200-260;ATIVO;Mensal
TUBO S200;R$ 196,91;R$ 196,91;1008;Apoio;-;7,2;7,2;R$ 136,00;Sublocado;1;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S200;R$ 196,91;R$ 1.969,10;1008;Apoio;-;7,2;72;R$ 136,00;Sublocado;10;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S200;R$ 196,91;R$ 2.756,74;1008;Apoio;-;7,2;100,8;R$ 136,00;Sublocado;14;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S200;R$ 196,91;R$ 984,55;1008;Apoio;-;7,2;36;R$ 136,00;Sublocado;5;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S225;R$ 221,53;R$ 2.215,30;1009;Apoio;-;8,1;81;R$ 153,00;Sublocado;10;158;R$ 11.557,55;Luciana Pimenta Ambrozevicius;08/01/2026;31/03/2026;RESIDÊNCIA AMARY;Av. Norte Sul, Guarapari - ES, 29206-570;ATIVO;Mensal
TUBO S225;R$ 221,53;R$ 1.772,24;1009;Apoio;-;8,1;64,8;R$ 153,00;Sublocado;8;142;R$ 16.147,60;PROMIX COMERCIO E LOCACAO DE EQUIPAMENTOS LTDA;11/09/2025;01/05/2026;Dallas Fontes ;Centro - Guarapari - ES Rua Joaquim Da Silva Lima, 356 - Centro, Guarapari - ES | 29200-260;ATIVO;Mensal
TUBO S225;R$ 221,53;R$ 1.772,24;1009;Apoio;-;8,1;64,8;R$ 153,00;Sublocado;8;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S225;R$ 221,53;R$ 1.993,77;1009;Apoio;-;8,1;72,9;R$ 153,00;Sublocado;9;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S225;R$ 221,53;R$ 1.107,65;1009;Apoio;-;8,1;40,5;R$ 153,00;Sublocado;5;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S225;R$ 221,53;R$ 1.993,77;1009;Apoio;-;8,1;72,9;R$ 153,00;Sublocado;9;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S250;R$ 246,14;R$ 984,56;1010;Apoio;-;9;36;R$ 170,00;Sublocado;4;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S250;R$ 246,14;R$ 10.830,16;1010;Apoio;-;9;396;R$ 170,00;Sublocado;44;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S250;R$ 246,14;R$ 1.230,70;1010;Apoio;-;9;45;R$ 170,00;Sublocado;5;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
TUBO S250;R$ 246,14;R$ 1.969,12;1010;Apoio;-;9;72;R$ 170,00;Sublocado;8;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
TUBO S250;R$ 246,14;R$ 246,14;1010;Apoio;-;9;9;R$ 170,00;Sublocado;1;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
TUBO S250;R$ 246,14;R$ 246,14;1010;Apoio;-;9;9;R$ 170,00;Sublocado;1;109;R$ 26.844,52;QUALITY CONSTRUTORA E INCORPORADORA LTDA;28/02/2025;31/10/2025;Alphaville 3 Praias - Res Homero;Guarapari Bairro Perocão;ATIVO;Mensal
TUBO S275;R$ 270,75;R$ 24.638,25;1011;Apoio;-;9,9;900,9;R$ 187,00;Sublocado;91;167;R$ 6.933,50;CONSTRUTORA CAMPO GRANDE LTDA;02/03/2026;31/03/2026;OTAMERICA TERMINAIS;Rua Vila Isabel, 0, São Torquato, Vila Velha;ATIVO;Mensal
TUBO S275;R$ 270,75;R$ 13.266,75;1011;Apoio;-;9,9;485,1;R$ 187,00;Sublocado;49;160;R$ 22.249,80;Incolajes Industria e Comercio de Lajes LTDA;26/01/2026;31/03/2026;Portalflex;Rua Torricelli, 73, Parque Residencial Laranjeiras;ATIVO;Mensal
TUBO S275;R$ 270,75;R$ 2.436,75;1011;Apoio;-;9,9;89,1;R$ 187,00;Sublocado;9;159;R$ 33.556,48;ENGIX CONSTRUCOES E SERVICOS LTDA;06/01/2026;01/05/2026;Ginasio Jones dos Santos DED;Bento Ferreira, Vitória - ES;ATIVO;Mensal
TUBO S275;R$ 270,75;R$ 1.083;1011;Apoio;-;9,9;39,6;R$ 187,00;Sublocado;4;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S275;R$ 270,75;R$ 2.978,25;1011;Apoio;-;9,9;108,9;R$ 187,00;Sublocado;11;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S275;R$ 270,75;R$ 3.790,50;1011;Apoio;-;9,9;138,6;R$ 187,00;Sublocado;14;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S275;R$ 270,75;R$ 14.349,75;1011;Apoio;-;9,9;524,7;R$ 187,00;Sublocado;53;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S275;R$ 270,75;R$ 40.612,50;1011;Apoio;-;9,9;1485;R$ 187,00;Sublocado;150;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S275;R$ 270,75;R$ 270,75;1011;Apoio;-;9,9;9,9;R$ 187,00;Sublocado;1;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S275;R$ 270,75;R$ 270,75;1011;Apoio;-;9,9;9,9;R$ 187,00;Sublocado;1;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S275;R$ 270,75;R$ 270,75;1011;Apoio;-;9,9;9,9;R$ 187,00;Sublocado;1;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S275;R$ 270,75;R$ 5.415;1011;Apoio;-;9,9;198;R$ 187,00;Sublocado;20;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S300;R$ 295,37;R$ 295,37;1012;Apoio;-;10,8;10,8;R$ 204,00;Sublocado;1;59;R$ 52.999,90;FAE CONSTRUCOES E SERVICOS LTDA;07/05/2024;01/05/2026;Colégio São José;Av. Luciano das Neves, 500 - Centro de Vila Velha, Vila Velha - ES, 29100-201;ATIVO;Mensal
TUBO S300;R$ 295,37;R$ 295,37;1012;Apoio;-;10,8;10,8;R$ 204,00;Sublocado;1;158;R$ 11.557,55;Luciana Pimenta Ambrozevicius;08/01/2026;31/03/2026;RESIDÊNCIA AMARY;Av. Norte Sul, Guarapari - ES, 29206-570;ATIVO;Mensal
TUBO S300;R$ 295,37;R$ 2.953,70;1012;Apoio;-;10,8;108;R$ 204,00;Sublocado;10;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
TUBO S300;R$ 295,37;R$ 11.224,06;1012;Apoio;-;10,8;410,4;R$ 204,00;Sublocado;38;142;R$ 16.147,60;PROMIX COMERCIO E LOCACAO DE EQUIPAMENTOS LTDA;11/09/2025;01/05/2026;Dallas Fontes ;Centro - Guarapari - ES Rua Joaquim Da Silva Lima, 356 - Centro, Guarapari - ES | 29200-260;ATIVO;Mensal
TUBO S300;R$ 295,37;R$ 1.476,85;1012;Apoio;-;10,8;54;R$ 204,00;Sublocado;5;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S300;R$ 295,37;R$ 16.540,72;1012;Apoio;-;10,8;604,8;R$ 204,00;Sublocado;56;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S300;R$ 295,37;R$ 886,11;1012;Apoio;-;10,8;32,4;R$ 204,00;Sublocado;3;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S300;R$ 295,37;R$ 9.156,47;1012;Apoio;-;10,8;334,8;R$ 204,00;Sublocado;31;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S300;R$ 295,37;R$ 23.629,60;1012;Apoio;-;10,8;864;R$ 204,00;Sublocado;80;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S300;R$ 295,37;R$ 2.953,70;1012;Apoio;-;10,8;108;R$ 204,00;Sublocado;10;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S300;R$ 295,37;R$ 3.544,44;1012;Apoio;-;10,8;129,6;R$ 204,00;Sublocado;12;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S300;R$ 295,37;R$ 5.907,40;1012;Apoio;-;10,8;216;R$ 204,00;Sublocado;20;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
