Equipamento;Valor Indenização;Valor Indenização Total;Patrimônio;Marca;Modelo;Peso;Peso Total;Valor Patrimônio;Tipo Patrimônio;Qtde;Contrato;Valor Contrato; Cliente; Dt. Ativação; Dt.Devolução; Obra; Endereço Obra; Status; Tipo de Locação
BRAÇADEIRA FIXA S;R$ 103,56;R$ 33.760,56;1035;Apoio;-;1,17;381,42;R$ 38,00;Sublocado;326;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
BRAÇADEIRA FIXA S;R$ 103,56;R$ 103,56;1035;Apoio;-;1,17;1,17;R$ 38,00;Sublocado;1;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
BRAÇADEIRA FIXA X;R$ 118,61;R$ 474,44;145;TUPPER;TUPPER;1,34;5,36;R$ 30,38;Próprio;4;170;R$ 20.911,01;AGUIA PARTICIPACOES E SERVICOS LTDA;11/03/2026;01/05/2026;RESIDENCIA BOULEVARD DA LAGOA;AVENIDA TALMA RODRIGUES RIBEIRO S/N;ATIVO;Mensal
BRAÇADEIRA FIXA X;R$ 118,61;R$ 1.541,93;145;TUPPER;TUPPER;1,34;17,42;R$ 30,38;Próprio;13;159;R$ 33.556,48;ENGIX CONSTRUCOES E SERVICOS LTDA;06/01/2026;01/05/2026;Ginasio Jones dos Santos DED;Bento Ferreira, Vitória - ES;ATIVO;Mensal
BRAÇADEIRA FIXA X;R$ 118,61;R$ 5.693,28;145;TUPPER;TUPPER;1,34;64,32;R$ 30,38;Próprio;48;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
BRAÇADEIRA FIXA X;R$ 118,61;R$ 1.423,32;145;TUPPER;TUPPER;1,34;16,08;R$ 30,38;Próprio;12;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
BRAÇADEIRA FIXA X;R$ 118,61;R$ 9.726,02;145;TUPPER;TUPPER;1,34;109,88;R$ 30,38;Próprio;82;142;R$ 16.147,60;PROMIX COMERCIO E LOCACAO DE EQUIPAMENTOS LTDA;11/09/2025;01/05/2026;Dallas Fontes ;Centro - Guarapari - ES Rua Joaquim Da Silva Lima, 356 - Centro, Guarapari - ES | 29200-260;ATIVO;Mensal
BRAÇADEIRA FIXA X;R$ 118,61;R$ 118,61;145;TUPPER;TUPPER;1,34;1,34;R$ 30,38;Próprio;1;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
BRAÇADEIRA FIXA X;R$ 118,61;R$ 2.609,42;145;TUPPER;TUPPER;1,34;29,48;R$ 30,38;Próprio;22;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
BRAÇADEIRA FIXA X;R$ 118,61;R$ 948,88;145;TUPPER;TUPPER;1,34;10,72;R$ 30,38;Próprio;8;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
BRAÇADEIRA FIXA X;R$ 118,61;R$ 474,44;145;TUPPER;TUPPER;1,34;5,36;R$ 30,38;Próprio;4;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
BRAÇADEIRA FIXA X E;R$ 118,61;R$ 1.186,10;183;ESPIRAL;-;1,34;13,4;R$ 0,00;Próprio;10;170;R$ 20.911,01;AGUIA PARTICIPACOES E SERVICOS LTDA;11/03/2026;01/05/2026;RESIDENCIA BOULEVARD DA LAGOA;AVENIDA TALMA RODRIGUES RIBEIRO S/N;ATIVO;Mensal
BRAÇADEIRA FIXA X E;R$ 118,61;R$ 5.456,06;183;ESPIRAL;-;1,34;61,64;R$ 0,00;Próprio;46;159;R$ 33.556,48;ENGIX CONSTRUCOES E SERVICOS LTDA;06/01/2026;01/05/2026;Ginasio Jones dos Santos DED;Bento Ferreira, Vitória - ES;ATIVO;Mensal
BRAÇADEIRA FIXA X E;R$ 118,61;R$ 5.930,50;183;ESPIRAL;-;1,34;67;R$ 0,00;Próprio;50;159;R$ 33.556,48;ENGIX CONSTRUCOES E SERVICOS LTDA;06/01/2026;01/05/2026;Ginasio Jones dos Santos DED;Bento Ferreira, Vitória - ES;ATIVO;Mensal
BRAÇADEIRA FIXA X E;R$ 118,61;R$ 10.081,85;183;ESPIRAL;-;1,34;113,9;R$ 0,00;Próprio;85;159;R$ 33.556,48;ENGIX CONSTRUCOES E SERVICOS LTDA;06/01/2026;01/05/2026;Ginasio Jones dos Santos DED;Bento Ferreira, Vitória - ES;ATIVO;Mensal
BRAÇADEIRA FIXA X E;R$ 118,61;R$ 4.981,62;183;ESPIRAL;-;1,34;56,28;R$ 0,00;Próprio;42;158;R$ 11.557,55;Luciana Pimenta Ambrozevicius;08/01/2026;31/03/2026;RESIDÊNCIA AMARY;Av. Norte Sul, Guarapari - ES, 29206-570;ATIVO;Mensal
BRAÇADEIRA FIXA X E;R$ 118,61;R$ 14.470,42;183;ESPIRAL;-;1,34;163,48;R$ 0,00;Próprio;122;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
BRAÇADEIRA FIXA X E;R$ 118,61;R$ 5.930,50;183;ESPIRAL;-;1,34;67;R$ 0,00;Próprio;50;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 5.183,04;1036;Apoio;-;1,22;58,56;R$ 38,00;Sublocado;48;167;R$ 6.933,50;CONSTRUTORA CAMPO GRANDE LTDA;02/03/2026;31/03/2026;OTAMERICA TERMINAIS;Rua Vila Isabel, 0, São Torquato, Vila Velha;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 3.455,36;1036;Apoio;-;1,22;39,04;R$ 38,00;Sublocado;32;162;R$ 9.144,09;SIERRA LOG LTDA;02/02/2026;31/03/2026;GALPAO SIERRALOG;Rua Holdercim,1308 SETRO II, SERRA/ES;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 10.798;1036;Apoio;-;1,22;122;R$ 38,00;Sublocado;100;160;R$ 22.249,80;Incolajes Industria e Comercio de Lajes LTDA;26/01/2026;31/03/2026;Portalflex;Rua Torricelli, 73, Parque Residencial Laranjeiras;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 3.779,30;1036;Apoio;-;1,22;42,7;R$ 38,00;Sublocado;35;159;R$ 33.556,48;ENGIX CONSTRUCOES E SERVICOS LTDA;06/01/2026;01/05/2026;Ginasio Jones dos Santos DED;Bento Ferreira, Vitória - ES;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 215,96;1036;Apoio;-;1,22;2,44;R$ 38,00;Sublocado;2;150;R$ 28.674,65;QUALITY CONSTRUTORA E INCORPORADORA LTDA;04/11/2025;31/03/2026;Alphaville 3 Praias - Residência Alessandra ;Guarapari Bairro Perocão;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 9.070,32;1036;Apoio;-;1,22;102,48;R$ 38,00;Sublocado;84;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 11.229,92;1036;Apoio;-;1,22;126,88;R$ 38,00;Sublocado;104;142;R$ 16.147,60;PROMIX COMERCIO E LOCACAO DE EQUIPAMENTOS LTDA;11/09/2025;01/05/2026;Dallas Fontes ;Centro - Guarapari - ES Rua Joaquim Da Silva Lima, 356 - Centro, Guarapari - ES | 29200-260;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 3.239,40;1036;Apoio;-;1,22;36,6;R$ 38,00;Sublocado;30;142;R$ 16.147,60;PROMIX COMERCIO E LOCACAO DE EQUIPAMENTOS LTDA;11/09/2025;01/05/2026;Dallas Fontes ;Centro - Guarapari - ES Rua Joaquim Da Silva Lima, 356 - Centro, Guarapari - ES | 29200-260;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 1.295,76;1036;Apoio;-;1,22;14,64;R$ 38,00;Sublocado;12;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 5.399;1036;Apoio;-;1,22;61;R$ 38,00;Sublocado;50;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 5.399;1036;Apoio;-;1,22;61;R$ 38,00;Sublocado;50;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 5.399;1036;Apoio;-;1,22;61;R$ 38,00;Sublocado;50;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 1.727,68;1036;Apoio;-;1,22;19,52;R$ 38,00;Sublocado;16;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 2.807,48;1036;Apoio;-;1,22;31,72;R$ 38,00;Sublocado;26;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 43.192;1036;Apoio;-;1,22;488;R$ 38,00;Sublocado;400;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 4.859,10;1036;Apoio;-;1,22;54,9;R$ 38,00;Sublocado;45;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 3.239,40;1036;Apoio;-;1,22;36,6;R$ 38,00;Sublocado;30;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 12.093,76;1036;Apoio;-;1,22;136,64;R$ 38,00;Sublocado;112;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 4.643,14;1036;Apoio;-;1,22;52,46;R$ 38,00;Sublocado;43;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA S;R$ 107,98;R$ 215,96;1036;Apoio;-;1,22;2,44;R$ 38,00;Sublocado;2;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA X;R$ 121,26;R$ 121,26;48;Unimam;-;1,37;1,37;R$ 12,00;Próprio;1;167;R$ 6.933,50;CONSTRUTORA CAMPO GRANDE LTDA;02/03/2026;31/03/2026;OTAMERICA TERMINAIS;Rua Vila Isabel, 0, São Torquato, Vila Velha;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA X;R$ 121,26;R$ 4.607,88;48;Unimam;-;1,37;52,06;R$ 12,00;Próprio;38;159;R$ 33.556,48;ENGIX CONSTRUCOES E SERVICOS LTDA;06/01/2026;01/05/2026;Ginasio Jones dos Santos DED;Bento Ferreira, Vitória - ES;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA X;R$ 121,26;R$ 5.820,48;48;Unimam;-;1,37;65,76;R$ 12,00;Próprio;48;159;R$ 33.556,48;ENGIX CONSTRUCOES E SERVICOS LTDA;06/01/2026;01/05/2026;Ginasio Jones dos Santos DED;Bento Ferreira, Vitória - ES;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA X;R$ 121,26;R$ 4.850,40;48;Unimam;-;1,37;54,8;R$ 12,00;Próprio;40;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA X;R$ 121,26;R$ 1.333,86;48;Unimam;-;1,37;15,07;R$ 12,00;Próprio;11;142;R$ 16.147,60;PROMIX COMERCIO E LOCACAO DE EQUIPAMENTOS LTDA;11/09/2025;01/05/2026;Dallas Fontes ;Centro - Guarapari - ES Rua Joaquim Da Silva Lima, 356 - Centro, Guarapari - ES | 29200-260;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA X;R$ 121,26;R$ 1.091,34;48;Unimam;-;1,37;12,33;R$ 12,00;Próprio;9;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA X;R$ 121,26;R$ 485,04;48;Unimam;-;1,37;5,48;R$ 12,00;Próprio;4;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA X;R$ 121,26;R$ 6.063;48;Unimam;-;1,37;68,5;R$ 12,00;Próprio;50;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA X;R$ 121,26;R$ 3.637,80;48;Unimam;-;1,37;41,1;R$ 12,00;Próprio;30;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
BRAÇADEIRA GIRATÓRIA X;R$ 121,26;R$ 242,52;48;Unimam;-;1,37;2,74;R$ 12,00;Próprio;2;101;R$ 97.318,38;ITABIRA CONNECTED EMPREENDIMENTOS SPE LTDA;21/01/2025;01/05/2026;Itabira ;², situado na Rua Itaboraí, 107, Praia  de Itaparica, Vila Velha/ES, CEP: 29.102-195,;ATIVO;Mensal
